Feature,Importance
TOTAL.SALES_13479208,0.0
TOTAL.SALES_13482365,0.0
TOTAL.SALES_12804884,0.0
TOTAL.SALES_12699456,0.0
TOTAL.SALES_1365456,0.0
TOTAL.SALES_12666515,0.0
TOTAL.SALES_12154984,0.0
TOTAL.SALES_12176916,0.0
TOTAL.SALES_12201514,0.0
TOTAL.SALES_12202753,0.0
TOTAL.SALES_12210188,0.0
TOTAL.SALES_12223612,0.0
TOTAL.SALES_12243748,0.0
TOTAL.SALES_12255316,0.0
TOTAL.SALES_12283323,0.0
TOTAL.SALES_12283409,0.0
TOTAL.SALES_12284653,0.0
TOTAL.SALES_12287262,0.0
TOTAL.SALES_12297255,0.0
TOTAL.SALES_12301983,0.0
TOTAL.SALES_12337305,0.0
TOTAL.SALES_12355048,0.0
TOTAL.SALES_12359479,0.0
TOTAL.SALES_12389743,0.0
TOTAL.SALES_12391847,0.0
TOTAL.SALES_12405870,0.0
TOTAL.SALES_12424996,0.0
TOTAL.SALES_1242527,0.0
TOTAL.SALES_12430324,0.0
TOTAL.SALES_12481231,0.0
TOTAL.SALES_12495939,0.0
TOTAL.SALES_12511957,0.0
TOTAL.SALES_12512370,0.0
TOTAL.SALES_12545025,0.0
TOTAL.SALES_12637681,0.0
TOTAL.SALES_13591088,0.0
TOTAL.SALES_13665101,0.0
TOTAL.SALES_1886871,0.0
TOTAL.SALES_14552914,0.0
TOTAL.SALES_14579765,0.0
TOTAL.SALES_14587244,0.0
TOTAL.SALES_14662838,0.0
TOTAL.SALES_14759220,0.0
TOTAL.SALES_14761794,0.0
TOTAL.SALES_14996755,0.0
TOTAL.SALES_15137142,0.0
TOTAL.SALES_15229219,0.0
TOTAL.SALES_1528811,0.0
TOTAL.SALES_15289627,0.0
TOTAL.SALES_15553889,0.0
TOTAL.SALES_15636182,0.0
TOTAL.SALES_16025933,0.0
TOTAL.SALES_16515248,0.0
TOTAL.SALES_1657605,0.0
TOTAL.SALES_16959888,0.0
TOTAL.SALES_16962605,0.0
TOTAL.SALES_16985644,0.0
TOTAL.SALES_17107025,0.0
TOTAL.SALES_1739847,0.0
TOTAL.SALES_1756432,0.0
TOTAL.SALES_17648170,0.0
TOTAL.SALES_17781301,0.0
TOTAL.SALES_17876563,0.0
TOTAL.SALES_18076185,0.0
TOTAL.SALES_18411708,0.0
TOTAL.SALES_18656348,0.0
TOTAL.SALES_18727999,0.0
TOTAL.SALES_18842683,0.0
TOTAL.SALES_14574946,0.0
TOTAL.SALES_1452960,0.0
TOTAL.SALES_13677722,0.0
TOTAL.SALES_14524133,0.0
TOTAL.SALES_1368127,0.0
TOTAL.SALES_13684505,0.0
TOTAL.SALES_13692504,0.0
TOTAL.SALES_13761069,0.0
TOTAL.SALES_13779739,0.0
TOTAL.SALES_13836753,0.0
TOTAL.SALES_13843996,0.0
TOTAL.SALES_13851002,0.0
TOTAL.SALES_13919175,0.0
TOTAL.SALES_13942962,0.0
TOTAL.SALES_13980141,0.0
TOTAL.SALES_13993053,0.0
TOTAL.SALES_14020374,0.0
TOTAL.SALES_14063905,0.0
TOTAL.SALES_14083913,0.0
TOTAL.SALES_14089972,0.0
TOTAL.SALES_14123130,0.0
TOTAL.SALES_14159584,0.0
TOTAL.SALES_1416356,0.0
TOTAL.SALES_14172569,0.0
TOTAL.SALES_14178091,0.0
TOTAL.SALES_14199635,0.0
TOTAL.SALES_14203370,0.0
TOTAL.SALES_14225043,0.0
TOTAL.SALES_14286789,0.0
TOTAL.SALES_1433063,0.0
TOTAL.SALES_1437691,0.0
TOTAL.SALES_14385585,0.0
TOTAL.SALES_14475383,0.0
IND.SALES_700850,0.0
IND.SALES_672888,0.0
TOTAL.SALES_24043000,0.0
IND.SALES_2739041,0.0
IND.SALES_2678509,0.0
IND.SALES_2682104,0.0
IND.SALES_2688165,0.0
IND.SALES_2689755,0.0
IND.SALES_269084,0.0
IND.SALES_269526,0.0
IND.SALES_269741,0.0
IND.SALES_2700211,0.0
IND.SALES_2707499,0.0
IND.SALES_2709442,0.0
IND.SALES_270972,0.0
IND.SALES_2715622,0.0
IND.SALES_2723099,0.0
IND.SALES_2729418,0.0
IND.SALES_2747670,0.0
IND.SALES_663469,0.0
IND.SALES_2749008,0.0
IND.SALES_2759297,0.0
IND.SALES_2760767,0.0
IND.SALES_2762984,0.0
IND.SALES_2786170,0.0
IND.SALES_2789361,0.0
IND.SALES_279546,0.0
IND.SALES_2795999,0.0
IND.SALES_2796506,0.0
IND.SALES_280387,0.0
IND.SALES_2805315,0.0
IND.SALES_280680,0.0
IND.SALES_2817543,0.0
IND.SALES_2834428,0.0
IND.SALES_266862,0.0
IND.SALES_2664590,0.0
IND.SALES_265997,0.0
IND.SALES_2659883,0.0
IND.SALES_2553925,0.0
IND.SALES_2556236,0.0
IND.SALES_2558523,0.0
IND.SALES_2569218,0.0
IND.SALES_257316,0.0
IND.SALES_257496,0.0
IND.SALES_2576170,0.0
IND.SALES_258372,0.0
IND.SALES_2585202,0.0
IND.SALES_2586269,0.0
IND.SALES_2589126,0.0
IND.SALES_259193,0.0
IND.SALES_2596980,0.0
IND.SALES_2600083,0.0
IND.SALES_2603537,0.0
IND.SALES_2608063,0.0
IND.SALES_260983,0.0
IND.SALES_2611453,0.0
IND.SALES_2612300,0.0
IND.SALES_2614080,0.0
IND.SALES_2614616,0.0
IND.SALES_261602,0.0
IND.SALES_2617193,0.0
IND.SALES_261722,0.0
IND.SALES_2632823,0.0
IND.SALES_2634250,0.0
IND.SALES_2642249,0.0
IND.SALES_2642415,0.0
IND.SALES_264473,0.0
IND.SALES_2836664,0.0
IND.SALES_2838001,0.0
IND.SALES_2838491,0.0
IND.SALES_3237732,0.0
IND.SALES_3263283,0.0
IND.SALES_3273564,0.0
IND.SALES_327618,0.0
IND.SALES_3300055,0.0
IND.SALES_3310657,0.0
IND.SALES_3313264,0.0
IND.SALES_331483,0.0
IND.SALES_3327539,0.0
IND.SALES_333089,0.0
IND.SALES_3346568,0.0
IND.SALES_3362552,0.0
IND.SALES_3378520,0.0
IND.SALES_3385388,0.0
IND.SALES_340510,0.0
IND.SALES_340694,0.0
IND.SALES_340720,0.0
IND.SALES_340735,0.0
IND.SALES_341166,0.0
IND.SALES_3427403,0.0
IND.SALES_3431593,0.0
IND.SALES_3432475,0.0
IND.SALES_343936,0.0
IND.SALES_3443122,0.0
IND.SALES_3445861,0.0
IND.SALES_3460495,0.0
IND.SALES_3468739,0.0
IND.SALES_3468955,0.0
IND.SALES_3475266,0.0
IND.SALES_3475388,0.0
IND.SALES_324124,0.0
IND.SALES_318344,0.0
IND.SALES_2839318,0.0
IND.SALES_3168910,0.0
IND.SALES_2865545,0.0
IND.SALES_2868006,0.0
IND.SALES_2872472,0.0
IND.SALES_2875783,0.0
IND.SALES_2877158,0.0
IND.SALES_288466,0.0
IND.SALES_2902681,0.0
IND.SALES_2919573,0.0
IND.SALES_2929955,0.0
IND.SALES_2938871,0.0
IND.SALES_2961038,0.0
IND.SALES_2968669,0.0
IND.SALES_2973217,0.0
IND.SALES_298106,0.0
IND.SALES_298234,0.0
IND.SALES_2986352,0.0
IND.SALES_3000630,0.0
IND.SALES_3005415,0.0
IND.SALES_3016725,0.0
IND.SALES_302716,0.0
IND.SALES_303834,0.0
IND.SALES_306397,0.0
IND.SALES_3084203,0.0
IND.SALES_3084250,0.0
IND.SALES_310682,0.0
IND.SALES_313695,0.0
IND.SALES_314096,0.0
IND.SALES_316020,0.0
IND.SALES_3168502,0.0
IND.SALES_2553790,0.0
IND.SALES_2541255,0.0
IND.SALES_2538183,0.0
IND.SALES_222930,0.0
IND.SALES_223755,0.0
IND.SALES_2242391,0.0
IND.SALES_224491,0.0
IND.SALES_2245010,0.0
IND.SALES_2250859,0.0
IND.SALES_2251830,0.0
IND.SALES_2253077,0.0
IND.SALES_2253333,0.0
IND.SALES_2256482,0.0
IND.SALES_226228,0.0
IND.SALES_2263184,0.0
IND.SALES_2266317,0.0
IND.SALES_2266647,0.0
IND.SALES_2268332,0.0
IND.SALES_2269232,0.0
IND.SALES_227709,0.0
IND.SALES_228089,0.0
IND.SALES_2288800,0.0
IND.SALES_2291189,0.0
IND.SALES_2291942,0.0
IND.SALES_2292432,0.0
IND.SALES_2294260,0.0
IND.SALES_2295490,0.0
IND.SALES_2297114,0.0
IND.SALES_2299182,0.0
IND.SALES_2302876,0.0
IND.SALES_2305395,0.0
IND.SALES_2305606,0.0
IND.SALES_2305845,0.0
IND.SALES_223056,0.0
IND.SALES_2218761,0.0
IND.SALES_2309782,0.0
IND.SALES_2218494,0.0
IND.SALES_2084709,0.0
IND.SALES_2092311,0.0
IND.SALES_2097910,0.0
IND.SALES_2100074,0.0
IND.SALES_2103977,0.0
IND.SALES_2109514,0.0
IND.SALES_2113291,0.0
IND.SALES_211634,0.0
IND.SALES_2118076,0.0
IND.SALES_2130196,0.0
IND.SALES_2131435,0.0
IND.SALES_2143398,0.0
IND.SALES_21491,0.0
IND.SALES_2150244,0.0
IND.SALES_215406,0.0
IND.SALES_2165687,0.0
IND.SALES_2167606,0.0
IND.SALES_216863,0.0
IND.SALES_2172282,0.0
IND.SALES_2172944,0.0
IND.SALES_2178905,0.0
IND.SALES_2180140,0.0
IND.SALES_2185803,0.0
IND.SALES_2196966,0.0
IND.SALES_2200168,0.0
IND.SALES_2201667,0.0
IND.SALES_2208545,0.0
IND.SALES_2209204,0.0
IND.SALES_2210219,0.0
IND.SALES_2306472,0.0
IND.SALES_2311750,0.0
IND.SALES_2530807,0.0
IND.SALES_2423958,0.0
IND.SALES_2429858,0.0
IND.SALES_243264,0.0
IND.SALES_2433882,0.0
IND.SALES_2435784,0.0
IND.SALES_2444603,0.0
IND.SALES_2445404,0.0
IND.SALES_2446188,0.0
IND.SALES_2449065,0.0
IND.SALES_2451178,0.0
IND.SALES_2451214,0.0
IND.SALES_245383,0.0
IND.SALES_2458152,0.0
IND.SALES_245994,0.0
IND.SALES_246345,0.0
IND.SALES_2475471,0.0
IND.SALES_2478816,0.0
IND.SALES_2480475,0.0
IND.SALES_2485816,0.0
IND.SALES_248955,0.0
IND.SALES_2493001,0.0
IND.SALES_2497811,0.0
IND.SALES_2499854,0.0
IND.SALES_2503599,0.0
IND.SALES_2508023,0.0
IND.SALES_2511716,0.0
IND.SALES_2515609,0.0
IND.SALES_2519139,0.0
IND.SALES_252229,0.0
IND.SALES_2530172,0.0
IND.SALES_242904,0.0
IND.SALES_2422764,0.0
IND.SALES_2311892,0.0
IND.SALES_2420683,0.0
IND.SALES_2315018,0.0
IND.SALES_2319578,0.0
IND.SALES_2322475,0.0
IND.SALES_2325789,0.0
IND.SALES_2325896,0.0
IND.SALES_2331599,0.0
IND.SALES_2331874,0.0
IND.SALES_2332196,0.0
IND.SALES_2336688,0.0
IND.SALES_2338664,0.0
IND.SALES_2340874,0.0
IND.SALES_2344939,0.0
IND.SALES_2349544,0.0
IND.SALES_2352826,0.0
IND.SALES_2357077,0.0
IND.SALES_2362449,0.0
IND.SALES_2366049,0.0
IND.SALES_236937,0.0
IND.SALES_2382298,0.0
IND.SALES_2385682,0.0
IND.SALES_2392081,0.0
IND.SALES_2396819,0.0
IND.SALES_2399653,0.0
IND.SALES_2401076,0.0
IND.SALES_2401355,0.0
IND.SALES_240615,0.0
IND.SALES_2411444,0.0
IND.SALES_2414614,0.0
IND.SALES_2415372,0.0
IND.SALES_3477639,0.0
IND.SALES_3493299,0.0
IND.SALES_3506604,0.0
IND.SALES_4332087,0.0
IND.SALES_4351528,0.0
IND.SALES_4355890,0.0
IND.SALES_4360585,0.0
IND.SALES_4372161,0.0
IND.SALES_4375724,0.0
IND.SALES_4393677,0.0
IND.SALES_4398786,0.0
IND.SALES_4405363,0.0
IND.SALES_440682,0.0
IND.SALES_4408284,0.0
IND.SALES_4408681,0.0
IND.SALES_4411048,0.0
IND.SALES_4436063,0.0
IND.SALES_4437457,0.0
IND.SALES_444218,0.0
IND.SALES_4448781,0.0
IND.SALES_4450183,0.0
IND.SALES_4479721,0.0
IND.SALES_448613,0.0
IND.SALES_4503289,0.0
IND.SALES_450441,0.0
IND.SALES_4507388,0.0
IND.SALES_4509721,0.0
IND.SALES_4512087,0.0
IND.SALES_4513970,0.0
IND.SALES_4514076,0.0
IND.SALES_4518327,0.0
IND.SALES_452568,0.0
IND.SALES_4544530,0.0
IND.SALES_4349870,0.0
IND.SALES_4327274,0.0
IND.SALES_455294,0.0
IND.SALES_4324893,0.0
IND.SALES_4163972,0.0
IND.SALES_4165333,0.0
IND.SALES_4172068,0.0
IND.SALES_4174656,0.0
IND.SALES_4175690,0.0
IND.SALES_4180245,0.0
IND.SALES_4180769,0.0
IND.SALES_4182875,0.0
IND.SALES_4196023,0.0
IND.SALES_4196351,0.0
IND.SALES_4200105,0.0
IND.SALES_4204757,0.0
IND.SALES_4210886,0.0
IND.SALES_4219891,0.0
IND.SALES_4223603,0.0
IND.SALES_4238000,0.0
IND.SALES_4251476,0.0
IND.SALES_4253062,0.0
IND.SALES_4256832,0.0
IND.SALES_4257731,0.0
IND.SALES_4267046,0.0
IND.SALES_427226,0.0
IND.SALES_4282795,0.0
IND.SALES_4287171,0.0
IND.SALES_4306640,0.0
IND.SALES_4308713,0.0
IND.SALES_4309441,0.0
IND.SALES_4320578,0.0
IND.SALES_4322633,0.0
IND.SALES_4548908,0.0
IND.SALES_456839,0.0
IND.SALES_4161540,0.0
IND.SALES_4964581,0.0
IND.SALES_505319,0.0
IND.SALES_5156649,0.0
IND.SALES_520058,0.0
IND.SALES_5208840,0.0
IND.SALES_531767,0.0
IND.SALES_5321799,0.0
IND.SALES_5348874,0.0
IND.SALES_5525844,0.0
IND.SALES_552659,0.0
IND.SALES_553988,0.0
IND.SALES_559868,0.0
IND.SALES_563584,0.0
IND.SALES_571321,0.0
IND.SALES_5773609,0.0
IND.SALES_580636,0.0
IND.SALES_5815771,0.0
IND.SALES_584848,0.0
IND.SALES_5914543,0.0
IND.SALES_597698,0.0
IND.SALES_608105,0.0
IND.SALES_6142396,0.0
IND.SALES_621545,0.0
IND.SALES_635908,0.0
IND.SALES_639676,0.0
IND.SALES_646187,0.0
IND.SALES_646485,0.0
IND.SALES_650752,0.0
IND.SALES_658528,0.0
IND.SALES_659220,0.0
IND.SALES_5049230,0.0
IND.SALES_4944818,0.0
IND.SALES_4577440,0.0
IND.SALES_4938614,0.0
IND.SALES_4583204,0.0
IND.SALES_4590049,0.0
IND.SALES_4617597,0.0
IND.SALES_4633745,0.0
IND.SALES_4639923,0.0
IND.SALES_4640659,0.0
IND.SALES_4646986,0.0
IND.SALES_4650988,0.0
IND.SALES_4666822,0.0
IND.SALES_4668211,0.0
IND.SALES_4675237,0.0
IND.SALES_467714,0.0
IND.SALES_4683569,0.0
IND.SALES_4693853,0.0
IND.SALES_4701134,0.0
IND.SALES_4708401,0.0
IND.SALES_4726231,0.0
IND.SALES_4727653,0.0
IND.SALES_477038,0.0
IND.SALES_4782355,0.0
IND.SALES_4785207,0.0
IND.SALES_479301,0.0
IND.SALES_479761,0.0
IND.SALES_4811264,0.0
IND.SALES_4820523,0.0
IND.SALES_4822650,0.0
IND.SALES_4874701,0.0
IND.SALES_4876799,0.0
IND.SALES_4880093,0.0
IND.SALES_4162640,0.0
IND.SALES_4157772,0.0
IND.SALES_3513348,0.0
IND.SALES_3751808,0.0
IND.SALES_3754786,0.0
IND.SALES_3770749,0.0
IND.SALES_3778341,0.0
IND.SALES_3778464,0.0
IND.SALES_3786565,0.0
IND.SALES_3792658,0.0
IND.SALES_3795370,0.0
IND.SALES_3797153,0.0
IND.SALES_3811675,0.0
IND.SALES_3818273,0.0
IND.SALES_3824850,0.0
IND.SALES_3834068,0.0
IND.SALES_3836616,0.0
IND.SALES_3836953,0.0
IND.SALES_3838872,0.0
IND.SALES_3839392,0.0
IND.SALES_3843767,0.0
IND.SALES_3853899,0.0
IND.SALES_3854047,0.0
IND.SALES_386061,0.0
IND.SALES_3860786,0.0
IND.SALES_386693,0.0
IND.SALES_3870867,0.0
IND.SALES_3871048,0.0
IND.SALES_3890321,0.0
IND.SALES_3891306,0.0
IND.SALES_3891312,0.0
IND.SALES_3906172,0.0
IND.SALES_3910701,0.0
IND.SALES_3752726,0.0
IND.SALES_3750037,0.0
IND.SALES_3925524,0.0
IND.SALES_3726081,0.0
IND.SALES_352229,0.0
IND.SALES_3528440,0.0
IND.SALES_3537872,0.0
IND.SALES_3551225,0.0
IND.SALES_3560198,0.0
IND.SALES_3566742,0.0
IND.SALES_3567989,0.0
IND.SALES_357016,0.0
IND.SALES_3574313,0.0
IND.SALES_3577850,0.0
IND.SALES_358911,0.0
IND.SALES_3589313,0.0
IND.SALES_361624,0.0
IND.SALES_3621918,0.0
IND.SALES_3629078,0.0
IND.SALES_363170,0.0
IND.SALES_3644454,0.0
IND.SALES_364528,0.0
IND.SALES_3650629,0.0
IND.SALES_3665535,0.0
IND.SALES_3672797,0.0
IND.SALES_3673394,0.0
IND.SALES_3681858,0.0
IND.SALES_3693777,0.0
IND.SALES_3702927,0.0
IND.SALES_3704621,0.0
IND.SALES_3718731,0.0
IND.SALES_3721963,0.0
IND.SALES_3722564,0.0
IND.SALES_3912961,0.0
IND.SALES_3928879,0.0
IND.SALES_4155078,0.0
IND.SALES_4047024,0.0
IND.SALES_4059979,0.0
IND.SALES_4060712,0.0
IND.SALES_4068122,0.0
IND.SALES_4069938,0.0
IND.SALES_4074522,0.0
IND.SALES_4079770,0.0
IND.SALES_4080190,0.0
IND.SALES_4086939,0.0
IND.SALES_408741,0.0
IND.SALES_4089420,0.0
IND.SALES_4099850,0.0
IND.SALES_4116899,0.0
IND.SALES_4117540,0.0
IND.SALES_4119071,0.0
IND.SALES_4119129,0.0
IND.SALES_4119575,0.0
IND.SALES_412840,0.0
IND.SALES_4131584,0.0
IND.SALES_4131963,0.0
IND.SALES_4132880,0.0
IND.SALES_4135246,0.0
IND.SALES_4135387,0.0
IND.SALES_4137384,0.0
IND.SALES_4141690,0.0
IND.SALES_4148484,0.0
IND.SALES_4149987,0.0
IND.SALES_4150553,0.0
IND.SALES_4152206,0.0
IND.SALES_4153631,0.0
IND.SALES_4047841,0.0
IND.SALES_4045259,0.0
IND.SALES_3931990,0.0
IND.SALES_4043957,0.0
IND.SALES_3932509,0.0
IND.SALES_3939018,0.0
IND.SALES_3954514,0.0
IND.SALES_3955277,0.0
IND.SALES_3955694,0.0
IND.SALES_3962595,0.0
IND.SALES_3964744,0.0
IND.SALES_3965767,0.0
IND.SALES_3966272,0.0
IND.SALES_3970538,0.0
IND.SALES_3978306,0.0
IND.SALES_3980363,0.0
IND.SALES_3981686,0.0
IND.SALES_3982394,0.0
IND.SALES_3994781,0.0
IND.SALES_3996233,0.0
IND.SALES_3997477,0.0
IND.SALES_4000331,0.0
IND.SALES_400642,0.0
IND.SALES_4006514,0.0
IND.SALES_4010162,0.0
IND.SALES_4015320,0.0
IND.SALES_4025680,0.0
IND.SALES_4029575,0.0
IND.SALES_4030845,0.0
IND.SALES_4038078,0.0
IND.SALES_4038890,0.0
IND.SALES_4039228,0.0
IND.SALES_4041354,0.0
TOTAL.SALES_23995943,0.0
TOTAL.SALES_2407180,0.0
RES.PERCEN_35.79496229,0.0
RES.PERCEN_30.35952622,0.0
RES.PERCEN_29.98584945,0.0
RES.PERCEN_30.03248722,0.0
RES.PERCEN_30.04165009,0.0
RES.PERCEN_30.06152452,0.0
RES.PERCEN_30.08947787,0.0
RES.PERCEN_30.09540577,0.0
RES.PERCEN_30.10354568,0.0
RES.PERCEN_30.148546,0.0
RES.PERCEN_30.14915915,0.0
RES.PERCEN_30.20486097,0.0
RES.PERCEN_30.27130742,0.0
RES.PERCEN_30.28110122,0.0
RES.PERCEN_30.28997562,0.0
RES.PERCEN_30.35214988,0.0
RES.PERCEN_30.37649528,0.0
TOTAL.SALES_9056448,0.0
RES.PERCEN_30.41341467,0.0
RES.PERCEN_30.41856558,0.0
RES.PERCEN_30.41975419,0.0
RES.PERCEN_30.42693825,0.0
RES.PERCEN_30.44697849,0.0
RES.PERCEN_30.51473296,0.0
RES.PERCEN_30.55559363,0.0
RES.PERCEN_30.57076936,0.0
RES.PERCEN_30.57677147,0.0
RES.PERCEN_30.59174089,0.0
RES.PERCEN_30.64737216,0.0
RES.PERCEN_30.65102529,0.0
RES.PERCEN_30.72242636,0.0
RES.PERCEN_30.75285947,0.0
RES.PERCEN_29.98288094,0.0
RES.PERCEN_29.97460366,0.0
RES.PERCEN_29.90464369,0.0
RES.PERCEN_29.8902337,0.0
RES.PERCEN_28.55435586,0.0
RES.PERCEN_28.57613268,0.0
RES.PERCEN_28.58951982,0.0
RES.PERCEN_28.65967947,0.0
RES.PERCEN_28.70602352,0.0
RES.PERCEN_28.7201888,0.0
RES.PERCEN_28.77127889,0.0
RES.PERCEN_28.80370593,0.0
RES.PERCEN_28.81558057,0.0
RES.PERCEN_28.82988408,0.0
RES.PERCEN_28.96018079,0.0
RES.PERCEN_29.02648837,0.0
RES.PERCEN_29.04476288,0.0
RES.PERCEN_29.07747842,0.0
RES.PERCEN_29.1232518,0.0
RES.PERCEN_29.15078772,0.0
RES.PERCEN_29.25647178,0.0
RES.PERCEN_29.37739251,0.0
RES.PERCEN_29.44520212,0.0
RES.PERCEN_29.46907158,0.0
RES.PERCEN_29.47443339,0.0
RES.PERCEN_29.49512503,0.0
RES.PERCEN_29.64694247,0.0
RES.PERCEN_29.75423167,0.0
RES.PERCEN_29.75452777,0.0
RES.PERCEN_29.77567913,0.0
RES.PERCEN_29.80511026,0.0
RES.PERCEN_29.80760657,0.0
RES.PERCEN_29.86863369,0.0
RES.PERCEN_30.75455262,0.0
RES.PERCEN_30.75754707,0.0
RES.PERCEN_30.76192826,0.0
RES.PERCEN_31.36163627,0.0
RES.PERCEN_31.40231,0.0
RES.PERCEN_31.41532714,0.0
RES.PERCEN_31.42549649,0.0
RES.PERCEN_31.45489842,0.0
RES.PERCEN_31.46513016,0.0
RES.PERCEN_31.46677657,0.0
RES.PERCEN_31.47593747,0.0
RES.PERCEN_31.54534163,0.0
RES.PERCEN_31.56577343,0.0
RES.PERCEN_31.58114899,0.0
RES.PERCEN_31.65112775,0.0
RES.PERCEN_31.66112177,0.0
RES.PERCEN_31.6673942,0.0
RES.PERCEN_31.6711395,0.0
RES.PERCEN_31.69200949,0.0
RES.PERCEN_31.70160648,0.0
RES.PERCEN_31.70553022,0.0
RES.PERCEN_31.71475897,0.0
RES.PERCEN_31.71770431,0.0
RES.PERCEN_31.71942965,0.0
RES.PERCEN_31.72698461,0.0
RES.PERCEN_31.74567459,0.0
RES.PERCEN_31.77233441,0.0
RES.PERCEN_31.86211323,0.0
RES.PERCEN_31.87884118,0.0
RES.PERCEN_31.88727631,0.0
RES.PERCEN_31.92222593,0.0
RES.PERCEN_31.9410627,0.0
RES.PERCEN_31.9550335,0.0
RES.PERCEN_31.36402868,0.0
RES.PERCEN_31.35646723,0.0
RES.PERCEN_30.78441533,0.0
RES.PERCEN_31.30529456,0.0
RES.PERCEN_30.8093922,0.0
RES.PERCEN_30.82182078,0.0
RES.PERCEN_30.83117925,0.0
RES.PERCEN_30.83986661,0.0
RES.PERCEN_30.89247231,0.0
RES.PERCEN_30.93555061,0.0
RES.PERCEN_30.94942471,0.0
RES.PERCEN_30.96366551,0.0
RES.PERCEN_30.9680567,0.0
RES.PERCEN_31.00267544,0.0
RES.PERCEN_31.04172903,0.0
RES.PERCEN_31.06710499,0.0
RES.PERCEN_31.07653483,0.0
RES.PERCEN_31.08013731,0.0
RES.PERCEN_31.08217698,0.0
RES.PERCEN_31.08459279,0.0
RES.PERCEN_31.09730662,0.0
RES.PERCEN_31.12991562,0.0
RES.PERCEN_31.17232964,0.0
RES.PERCEN_31.17332328,0.0
RES.PERCEN_31.19278398,0.0
RES.PERCEN_31.20432352,0.0
RES.PERCEN_31.22594638,0.0
RES.PERCEN_31.22595001,0.0
RES.PERCEN_31.23154657,0.0
RES.PERCEN_31.23783078,0.0
RES.PERCEN_31.24105212,0.0
RES.PERCEN_31.27894848,0.0
RES.PERCEN_31.28599717,0.0
RES.PERCEN_28.54773856,0.0
RES.PERCEN_28.5129494,0.0
RES.PERCEN_28.44812383,0.0
TOTAL.SALES_9400680,0.0
TOTAL.SALES_940976,0.0
TOTAL.SALES_9430041,0.0
TOTAL.SALES_946394,0.0
TOTAL.SALES_9499547,0.0
TOTAL.SALES_9505687,0.0
TOTAL.SALES_951681,0.0
TOTAL.SALES_9549176,0.0
TOTAL.SALES_9559928,0.0
TOTAL.SALES_9597808,0.0
TOTAL.SALES_9647930,0.0
TOTAL.SALES_970200,0.0
TOTAL.SALES_9728455,0.0
TOTAL.SALES_9766472,0.0
TOTAL.SALES_9776717,0.0
TOTAL.SALES_9791474,0.0
TOTAL.SALES_979391,0.0
TOTAL.SALES_9823118,0.0
TOTAL.SALES_9825955,0.0
TOTAL.SALES_985109,0.0
TOTAL.SALES_9853190,0.0
TOTAL.SALES_985385,0.0
TOTAL.SALES_986394,0.0
TOTAL.SALES_9870197,0.0
TOTAL.SALES_9877219,0.0
TOTAL.SALES_9886881,0.0
TOTAL.SALES_989416,0.0
TOTAL.SALES_9897876,0.0
TOTAL.SALES_990197,0.0
TOTAL.SALES_991827,0.0
TOTAL.SALES_9403768,0.0
TOTAL.SALES_9363617,0.0
TOTAL.SALES_9946849,0.0
TOTAL.SALES_9358568,0.0
TOTAL.SALES_9092427,0.0
TOTAL.SALES_9110926,0.0
TOTAL.SALES_9118872,0.0
TOTAL.SALES_9121925,0.0
TOTAL.SALES_9122606,0.0
TOTAL.SALES_9124826,0.0
TOTAL.SALES_912727,0.0
TOTAL.SALES_9144470,0.0
TOTAL.SALES_915907,0.0
TOTAL.SALES_9160788,0.0
TOTAL.SALES_9195341,0.0
TOTAL.SALES_9205202,0.0
TOTAL.SALES_920981,0.0
TOTAL.SALES_9215371,0.0
TOTAL.SALES_922915,0.0
TOTAL.SALES_9232209,0.0
TOTAL.SALES_924051,0.0
TOTAL.SALES_9241797,0.0
TOTAL.SALES_9245272,0.0
TOTAL.SALES_9257152,0.0
TOTAL.SALES_9262260,0.0
TOTAL.SALES_926257,0.0
TOTAL.SALES_927076,0.0
TOTAL.SALES_9274798,0.0
TOTAL.SALES_9306895,0.0
TOTAL.SALES_9311816,0.0
TOTAL.SALES_9327963,0.0
TOTAL.SALES_9328886,0.0
TOTAL.SALES_933076,0.0
TOTAL.SALES_9933745,0.0
TOTAL.SALES_9959314,0.0
RES.PERCEN_28.4467166,0.0
RES.PERCEN_26.35228691,0.0
RES.PERCEN_26.39970368,0.0
RES.PERCEN_26.54673787,0.0
RES.PERCEN_26.79169093,0.0
RES.PERCEN_26.94796137,0.0
RES.PERCEN_26.97373467,0.0
RES.PERCEN_27.0195836,0.0
RES.PERCEN_27.12588098,0.0
RES.PERCEN_27.21578986,0.0
RES.PERCEN_27.24008698,0.0
RES.PERCEN_27.2733646,0.0
RES.PERCEN_27.41964106,0.0
RES.PERCEN_27.43728635,0.0
RES.PERCEN_27.46866585,0.0
RES.PERCEN_27.48036001,0.0
RES.PERCEN_27.51594087,0.0
RES.PERCEN_27.52889875,0.0
RES.PERCEN_27.57444774,0.0
RES.PERCEN_27.86233065,0.0
RES.PERCEN_27.8972727,0.0
RES.PERCEN_28.09767152,0.0
RES.PERCEN_28.17571919,0.0
RES.PERCEN_28.2002678,0.0
RES.PERCEN_28.29178957,0.0
RES.PERCEN_28.29358764,0.0
RES.PERCEN_28.3027248,0.0
RES.PERCEN_28.30624909,0.0
RES.PERCEN_28.34562253,0.0
RES.PERCEN_28.35115721,0.0
RES.PERCEN_28.43011121,0.0
RES.PERCEN_26.3793339,0.0
